"","V1","保单号","V3","险种代码","V5","业务渠道","V7","机构代码","V9","分公司代码","V11","中心支公司代码","V13","支公司代码","V15","总保费","V17","总保额","V19","总折扣金额","V21","手续费比例","V23","代理人代码","V25","车损险保额","V27","三者险限额","V29","附加乘员险保额","V31","保单是否有免赔额","V33","车损险保费","V35","三者险保费","V37","附加乘员险保费","V39","被续保标志","V41","连续被续保年限","V43","续保标志","V45","续保年限","V47","本车是否投保不计免赔标识","V49","三者险是否投保不计免赔标识","V51","车损险附加险个数","V53","三者险附加险个数","V55","批改次数","V57","是否批改关系人","V59","是否批改驾驶人","V61","新车购置价","V63","实际价值","V65","行驶区域代码","V67","车辆已使用年限","V69","车辆生产国别","V71","机动车大类","V73","机动车细类","V75","车牌底色代码","V77","号牌种类代码","V79","标的车辆种类","V81","被保人与车辆关系","V83","是否约定驾驶员标志","V85","是否投保新增设备标志","V87","座位数","V89","排量","V91","使用性质","V93","交管车辆类型","V95","出险次数","V97","赔付金额","V99","案均赔款","V101","报案周期","V103","理赔周期","V105","支付周期","V107","投保人性别","V109","投保人年龄","V111","投保人是否有身份证号","V113","投保人是否有电话","V115","投保人电话是否来源于电销","V117","被保人性别","V119","被保人年龄","V121","被保人是否有身份证号","V123","被保人是否有电话","V125","被保人电话是否来源于电销","V127","上年出险次数","V129","上年赔款金额","V131","车损赔款","V133","客户忠诚度系数","V135","上年浮动原因码"
"53","投保人电话是否来源于电销",0.0147788916383469,"附加乘员险保额",0.0113006557372437,"投保人性别",0.0104686763054194,"被保人是否有电话",0.0105539281474314,"支付周期",-0.00858570474352693,"出险次数",0.0097954158561712,"保单号",-0.0060230753716696,"被保人与车辆关系",-0.0196265332193562,"机动车大类",0.0133302955054952,"行驶区域代码",0.0255919611210596,"三者险是否投保不计免赔标识",-0.0100245566018443,"出险次数",-0.0183305358127375,"机构代码",0.0217067397262045,"车辆生产国别",-0.0223737992586699,"标的车辆种类",0.00387986029368424,"是否批改驾驶人",-0.0132797906729883,"被保人与车辆关系",-0.0172286463767585,"被续保标志",0.0225706644621131,"投保人性别",0.00432114599055712,"是否约定驾驶员标志",-0.00723757333490211,"是否约定驾驶员标志",0.00653438900012823,"附加乘员险保额",-0.0103000267525289,"号牌种类代码",-0.00981279051561333,"附加乘员险保费",0.0148600145754812,"附加乘员险保费",0.0148587497757228,"被保人性别",-0.0197718762368555,"被保人是否有身份证号",-0.00991219770008067,"是否投保新增设备标志",-0.00815787038097274,"车辆生产国别",0.00775179685106173,"附加乘员险保额",0.00223292659216874,"续保标志",-0.0200846576453,"续保年限",0.0212677178031272,"被保人电话是否来源于电销",0.00668206298576272,"车损赔款",-0.0153525292395781,"投保人电话是否来源于电销",-0.0099947568315195,"是否批改驾驶人",-0.0178180651690106,"业务渠道",-0.0191607409824083,"投保人性别",-0.0171820085546106,"本车是否投保不计免赔标识",-0.0160092982103503,"是否批改驾驶人",-0.0178161752220966,"车损赔款",-0.00436325715834822,"被保人年龄",0.00380769439944099,"上年赔款金额",-0.00114295285381071,"中心支公司代码",-0.00578848976135065,"附加乘员险保额",-0.00121675552952069,"是否批改关系人",0.0235705896838407,"是否批改驾驶人",-0.021881470880037,"代理人代码",-0.0183305358127375,"业务渠道",0.00439246736789725,"客户忠诚度系数",0.00422258057116057,"被保人与车辆关系",-0.00181148828210048,"三者险附加险个数",-0.00457061530701585,"附加乘员险保额",0.00242368489972642,"投保人是否有电话",0.00359661694947877,"附加乘员险保额",0.00840612323291769,"保单是否有免赔额",-0.0220856829637376,"排量",-0.0172605861301685,"上年赔款金额",0.00264939214227017,"上年赔款金额",-0.00326476323736187,"被保人是否有身份证号",-0.00836028959305011,"保单是否有免赔额",-0.018149349607656,"上年出险次数",0.0160118517317136,"上年赔款金额",0.00265649766312573,"险种代码",0.0114634446426195,"是否批改关系人",-0.00459086203021127,"被保人与车辆关系",-0.00436325715834822,"车损赔款",0.0100333726215541,"被保人电话是否来源于电销",-0.0186499812011428
"54","附加乘员险保费",-0.0146018254102647,"实际价值",0.0108681693317125,"上年赔款金额",0.0101731197488761,"排量",-0.00986814467252098,"车损赔款",-0.00856419772027622,"上年出险次数",-0.00903271242637115,"案均赔款",0.00564475141038597,"投保人电话是否来源于电销",0.0145663754599807,"客户忠诚度系数",-0.0127478813454486,"投保人电话是否来源于电销",0.0241178399809801,"理赔周期",-0.00775816133408216,"被保人与车辆关系",0.01646544782628,"客户忠诚度系数",-0.0184849795643613,"理赔周期",0.0223627406931554,"是否投保新增设备标志",-0.0034536036843127,"批改次数",0.012139925835721,"三者险附加险个数",0.0149096092545572,"被保人电话是否来源于电销",0.0218639365488782,"投保人年龄",0.00397950638312281,"号牌种类代码",-0.00625861496540264,"号牌种类代码",0.00649781611617446,"标的车辆种类",-0.00918838989093281,"案均赔款",-0.00950026334717512,"被保人电话是否来源于电销",-0.0146789983586807,"被保人电话是否来源于电销",-0.0146761234317714,"机构代码",-0.0197579426123554,"是否批改关系人",0.00931121327012683,"投保人性别",-0.0079762097416945,"被保人性别",0.00668425443030096,"座位数",0.00212041876418394,"续保年限",0.0179643784474264,"被保人与车辆关系",-0.020733437708256,"投保人电话是否来源于电销",0.00662377145853559,"投保人性别",0.0151004318388821,"被保人电话是否来源于电销",-0.00982799633725788,"案均赔款",-0.0157819948595755,"三者险附加险个数",-0.0153362564375287,"是否批改关系人",0.0163135703007455,"投保人年龄",-0.013104784926359,"案均赔款",-0.0162797333605885,"是否批改驾驶人",0.00375078935314203,"车损赔款",-0.00357593402017451,"被保人电话是否来源于电销",-0.00101777051533806,"是否约定驾驶员标志",0.00544126416045042,"车损赔款",-0.00120927223334141,"是否批改驾驶人",-0.0208229502208954,"附加乘员险保额",-0.0215930197745749,"是否批改驾驶人",0.0168880620338499,"被保人与车辆关系",-0.00437564797857206,"三者险附加险个数",0.0038248835948886,"上年出险次数",0.00174635529366979,"被保人性别",0.00454501181886597,"是否投保新增设备标志",-0.0023990218597016,"车损赔款",-0.00358749659361923,"投保人是否有身份证号",-0.00763663098007988,"是否投保新增设备标志",0.018649255010498,"上年出险次数",0.0169043693361427,"座位数",0.0021747077516145,"支付周期",-0.0030720350161734,"投保人是否有身份证号",-0.00734324364439275,"是否批改驾驶人",-0.018066079721381,"车损赔款",0.0156555488407868,"座位数",0.00218014438351188,"中心支公司代码",-0.00903271242637115,"支付周期",0.00416199085874174,"车牌底色代码",0.0043024970864518,"报案周期",-0.00942211764488856,"投保人电话是否来源于电销",-0.0186350692278948
"55","附加乘员险保额",-0.0133332799381962,"附加乘员险保费",0.0094297965738771,"被保人性别",0.00942593178931527,"是否投保新增设备标志",0.00853238618784513,"附加乘员险保费",-0.00840390482647939,"业务渠道",-0.00885634816087911,"本车是否投保不计免赔标识",0.00541281033715126,"报案周期",0.0144387915616892,"支付周期",0.0126572278313604,"被保人电话是否来源于电销",0.02397982551343,"报案周期",0.00769530939000821,"是否批改驾驶人",-0.0157058504890892,"续保标志",-0.017567695724559,"被保人年龄",0.0222284472886732,"被保人电话是否来源于电销",0.00311523886276462,"业务渠道",-0.0116750414969524,"是否约定驾驶员标志",0.0124411301262102,"投保人电话是否来源于电销",0.0218521477508065,"支付周期",0.0038526847995788,"排量",0.00602196123020318,"排量",-0.00587286502872045,"机动车大类",-0.0090384442977956,"标的车辆种类",0.00869130940544475,"投保人电话是否来源于电销",-0.0146692403057202,"投保人电话是否来源于电销",-0.0146663671950317,"支付周期",0.0164544737137158,"使用性质",-0.00888959446092634,"附加乘员险保费",0.00781531042331792,"业务渠道",-0.00651686511132224,"车损险附加险个数",-0.0020757177789104,"交管车辆类型",0.0174688996596753,"业务渠道",-0.0193660321900408,"排量",-0.00650600001906873,"被保人性别",0.0150225364301943,"排量",-0.00947728421623007,"保单是否有免赔额",-0.0152820810518194,"上年赔款金额",0.0139474319418865,"上年赔款金额",-0.0126416003563437,"被保人年龄",-0.0127171523507044,"保单是否有免赔额",-0.0152115256183638,"理赔周期",-0.00368741441272369,"排量",0.00322786407029288,"投保人电话是否来源于电销",-0.00101609914189192,"行驶区域代码",0.00494514166798257,"投保人电话是否来源于电销",0.00113203230648119,"案均赔款",-0.0207620532598658,"险种代码",-0.0206304439625236,"投保人性别",0.0160767820739398,"机动车细类",-0.00430437725895465,"业务渠道",0.00354544514810704,"是否约定驾驶员标志",0.00171833473203765,"是否投保新增设备标志",-0.00394854625069029,"被保人年龄",-0.00210943282860238,"附加乘员险保额",0.0028851637897743,"赔付金额",-0.00705256783071756,"业务渠道",-0.0180560843832171,"车损赔款",0.015589647614851,"投保人年龄",0.00199792020742537,"案均赔款",0.00287176382951062,"赔付金额",-0.00715430579360204,"批改次数",0.016626909821158,"附加乘员险保费",-0.0149446178856156,"投保人年龄",0.00193743155992782,"座位数",0.00866108480371975,"投保人性别",-0.0041390520986012,"号牌种类代码",0.00373717847803768,"上年赔款金额",-0.00933191504903746,"案均赔款",0.0177856494264369
"56","批改次数",-0.0130190466957639,"机动车细类",0.00936678490173254,"车损险保费",-0.00908541584640853,"投保人是否有电话",0.00820605192692396,"上年赔款金额",0.00835492892657319,"上年赔款金额",0.00789883061015112,"三者险是否投保不计免赔标识",0.00540900133111007,"被保人电话是否来源于电销",0.0144267785393631,"标的车辆种类",0.0123154931967626,"机动车细类",-0.0209975191853811,"被保人与车辆关系",-0.00701187205160833,"报案周期",-0.0115803470275429,"被保人与车辆关系",-0.0156775575163681,"被保人与车辆关系",0.0206393160841798,"投保人电话是否来源于电销",0.00311320045439687,"车牌底色代码",-0.0102870728899264,"报案周期",0.0107065963366395,"险种代码",-0.0211417795557441,"被续保标志",-0.00374721495166171,"客户忠诚度系数",-0.00561233818927941,"车牌底色代码",0.00557095043253873,"案均赔款",0.00835467593991725,"排量",-0.00855851984338618,"附加乘员险保额",0.0133782542854549,"附加乘员险保额",0.0133758604398265,"上年赔款金额",0.0155752873600518,"车辆生产国别",-0.00839548795421879,"座位数",0.00774131425017711,"投保人性别",0.00523178215609331,"理赔周期",0.00200222498922174,"机构代码",0.0167586399882895,"是否批改关系人",-0.017702630680753,"被保人性别",0.00554958420902228,"总保额",0.0135918735825762,"三者险附加险个数",-0.00839548795421879,"报案周期",-0.0149160438454577,"连续被续保年限",0.0112354607685933,"投保人电话是否来源于电销",-0.0122422178864927,"被保人电话是否来源于电销",-0.0126947748254427,"报案周期",-0.0148848079503963,"被续保标志",0.00333065144353958,"是否投保新增设备标志",-0.00315810523627676,"新车购置价",-0.000985568638329011,"支付周期",0.00492406922760769,"被保人电话是否来源于电销",0.00113068278045374,"赔付金额",-0.0201870023062109,"中心支公司代码",0.0192444505641537,"被保人性别",0.0159958272861866,"附加乘员险保额",0.00426328343631924,"分公司代码",-0.00341636423902958,"行驶区域代码",0.00148683210636474,"被保人年龄",-0.00384830847433233,"是否约定驾驶员标志",-0.0020297498791608,"案均赔款",0.00265571850971737,"案均赔款",-0.00508783044401713,"是否批改驾驶人",-0.017936611199656,"附加乘员险保费",-0.0147146615243998,"被保人年龄",0.00189481035413193,"附加乘员险保费",0.00270685745700914,"案均赔款",-0.00512720891488048,"中心支公司代码",0.0163804323612418,"分公司代码",0.0140104306567921,"被保人年龄",0.00185920513834836,"排量",-0.00826916827902485,"报案周期",0.00349148871423815,"投保人性别",-0.00358749659361923,"附加乘员险保额",0.00769670644035575,"车辆生产国别",-0.0161786845381788
"57","是否批改驾驶人",0.012493944910593,"案均赔款",0.00921046010522589,"中心支公司代码",-0.00885634816087911,"座位数",-0.00763753615401879,"被保人性别",-0.00809042462683046,"机动车细类",0.00725585333682314,"三者险保费",0.00532642317206367,"是否批改驾驶人",0.0133684500395448,"被保人性别",-0.0116906876224058,"连续被续保年限",0.020826364101827,"附加乘员险保额",-0.00598097260820973,"是否批改关系人",0.0106771345477237,"是否批改关系人",-0.0154528766113369,"连续被续保年限",-0.0140274634056769,"投保人性别",0.0028851637897743,"支公司代码",0.00926721989438402,"业务渠道",-0.00908541584640853,"排量",0.020850879978945,"被保人电话是否来源于电销",0.00363595382633466,"车牌底色代码",-0.00521564298983848,"支付周期",0.00543921026430289,"三者险限额",0.00781373976742088,"机动车大类",0.0085095100579871,"批改次数",0.0130579523051173,"批改次数",0.0130898702381261,"客户忠诚度系数",0.0135340527328056,"报案周期",-0.0083247923709427,"三者险限额",-0.00668856219259802,"上年赔款金额",-0.00459086203021127,"支付周期",-0.00190902186825715,"是否批改关系人",-0.0150311647664183,"交管车辆类型",0.0148643632024152,"投保人性别",0.00531512963772261,"赔付金额",-0.0110781572955971,"是否批改关系人",0.00775179685106173,"赔付金额",-0.0135420846394344,"总保额",0.0112210969502385,"被保人电话是否来源于电销",-0.0121659761033049,"投保人电话是否来源于电销",-0.0126865621344158,"赔付金额",-0.0140040580074381,"案均赔款",-0.00306143858241385,"支公司代码",0.00296525022129942,"投保人年龄",-0.000887629446832457,"出险次数",-0.00490055717679847,"支付周期",-0.00110471060178676,"投保人年龄",-0.0194641258161329,"车损赔款",0.0179359787260939,"连续被续保年限",-0.0150780165478362,"手续费比例",0.00313635599421429,"座位数",-0.00308286318827997,"上年浮动原因码",0.00140448894853448,"被保人与车辆关系",-0.00368741441272369,"被续保标志",-0.0019710091354068,"手续费比例",0.00254878261458606,"是否批改驾驶人",0.00448279284818026,"上年赔款金额",-0.0156949081664887,"车辆生产国别",-0.0123416358468126,"是否批改驾驶人",0.00139592405778049,"手续费比例",0.00255465280778111,"附加乘员险保费",0.00464337830368263,"上年赔款金额",-0.0154922430455018,"车辆生产国别",-0.0138062078021488,"是否批改驾驶人",0.00139149071688993,"附加乘员险保额",-0.00820156636110158,"被保人性别",-0.00326476323736187,"是否约定驾驶员标志",-0.00357593402017451,"是否投保新增设备标志",0.00742160256356252,"附加乘员险保费",0.0131882986379621
"58","座位数",-0.0113084770700654,"总保费",0.00708941863902618,"报案周期",-0.00704908227338298,"案均赔款",-0.00619726492051076,"报案周期",-0.00799136166858012,"车损赔款",0.00686944206312242,"机动车细类",-0.00476926125759404,"排量",0.0122565370342955,"机动车细类",0.0112210969502385,"是否投保新增设备标志",-0.0202552678169257,"附加乘员险保费",0.00329489349974377,"理赔周期",-0.010528982611718,"续保年限",0.0146679377488424,"是否批改驾驶人",0.0135037949675611,"理赔周期",0.00256661645801657,"三者险保费",0.00891277379215132,"是否批改驾驶人",0.0081910815860285,"支付周期",0.0197873258652486,"投保人电话是否来源于电销",0.00363224788510885,"是否批改驾驶人",0.00475002400047746,"附加乘员险保费",0.00489918768198209,"总保额",0.00707414367138969,"投保人电话是否来源于电销",0.00773219274928943,"是否批改驾驶人",-0.0124031106300001,"是否批改驾驶人",-0.0124007427687099,"是否批改关系人",0.0119747041525241,"投保人是否有身份证号",-0.00628189944541262,"中心支公司代码",0.00630370401048854,"是否投保新增设备标志",0.0043526223147984,"中心支公司代码",0.00160332235458411,"支付周期",0.013013301191303,"支付周期",0.0132784113308072,"座位数",0.00494514166798257,"是否批改驾驶人",0.00888430001254155,"业务渠道",0.00701321285023109,"总保额",0.0133302955054952,"报案周期",-0.010574312899218,"排量",-0.0121536662300341,"保单号",0.0106420676406554,"总保额",0.0123154931967626,"排量",-0.00305231498742217,"车辆已使用年限",-0.0025985805243015,"被续保标志",0.000817899242256303,"案均赔款",-0.00308286318827997,"新车购置价",0.00106803532401788,"被保人年龄",-0.0192658481391492,"新车购置价",0.0174688996596753,"被续保标志",0.0123759709724948,"被保人性别",0.00199463168173952,"被保人与车辆关系",-0.00306143858241385,"机构代码",0.00134099052883402,"投保人年龄",-0.00348003067192154,"是否批改驾驶人",-0.00190902186825715,"是否投保新增设备标志",-0.00250327869531527,"是否约定驾驶员标志",0.00431898881292593,"中心支公司代码",0.0153079637191187,"交管车辆类型",0.0105311807618604,"排量",0.00113203230648119,"是否投保新增设备标志",-0.00213182564052407,"是否批改驾驶人",0.00433638307877281,"赔付金额",-0.0143690206870292,"机构代码",0.0105539281474314,"排量",0.00113068278045374,"附加乘员险保费",-0.00684037858378943,"行驶区域代码",-0.00298363651678988,"被保人性别",-0.00342797094519596,"三者险保费",-0.00590785637603153,"座位数",0.0126177261998172
"59","号牌种类代码",0.0106420676406554,"被保人是否有身份证号",0.00674524251781949,"车辆生产国别",0.00701321285023109,"赔付金额",-0.0055163490482169,"赔付金额",-0.00736235536984207,"批改次数",0.00630370401048854,"号牌种类代码",-0.0041187224151372,"客户忠诚度系数",0.0116683053567973,"是否批改驾驶人",0.0107861638203423,"机构代码",0.0187041617314867,"赔付金额",0.00313635599421429,"赔付金额",-0.0099923901079198,"支付周期",0.0145243762979908,"是否投保新增设备标志",-0.00794955676578589,"支付周期",0.00242368489972642,"号牌种类代码",0.00644418573009831,"投保人电话是否来源于电销",0.00718300939323163,"车损赔款",0.0193073217443194,"手续费比例",0.00329489349974377,"被保人性别",0.00468376327737354,"是否批改驾驶人",-0.00484627123101691,"报案周期",0.00698436866799321,"被保人电话是否来源于电销",0.00764273164538116,"座位数",0.010430846571889,"座位数",0.0104277384671083,"被保人与车辆关系",0.011523526044759,"理赔周期",-0.00457061530701585,"机动车细类",0.0057265936040725,"上年出险次数",0.00420333497262969,"是否投保新增设备标志",-0.00150266513880759,"分公司代码",0.00886161797770788,"机构代码",0.0118773411369493,"是否投保新增设备标志",-0.00487577270266197,"附加乘员险保费",-0.00813508250665045,"支付周期",-0.00605592165343248,"连续被续保年限",0.0119089045196322,"被续保标志",-0.00991865742783979,"被保人年龄",-0.0117184990207325,"是否批改驾驶人",-0.0101628331703817,"连续被续保年限",0.0120799054233284,"被保人年龄",-0.00224377732946876,"新车购置价",0.00209929715962689,"出险次数",0.000782395418740723,"被保人电话是否来源于电销",0.00218014438351188,"实际价值",0.00100130800994696,"业务渠道",-0.0184612926816833,"批改次数",-0.0153313973909184,"附加乘员险保额",0.0107388721894254,"中心支公司代码",0.00191559922816331,"手续费比例",0.00305103589203864,"中心支公司代码",-0.00107381665404487,"行驶区域代码",0.00316291040080373,"投保人性别",-0.00166429356026135,"三者险附加险个数",-0.00212650714170101,"附加乘员险保费",0.00397950638312281,"案均赔款",-0.014396825748437,"是否投保新增设备标志",0.00846915768811794,"是否投保新增设备标志",-0.00101609914189192,"赔付金额",0.00199463168173952,"理赔周期",-0.00384830847433233,"案均赔款",-0.0143484168695606,"是否投保新增设备标志",0.00824192783538669,"是否投保新增设备标志",-0.00101777051533806,"车损险附加险个数",-0.00656300527279038,"被保人电话是否来源于电销",0.00265649766312573,"是否批改驾驶人",-0.00316142560980356,"被续保标志",-0.00561233818927941,"排量",-0.0125044221800932
"60","手续费比例",0.0101735714218432,"新车购置价",0.0064430562972563,"是否批改关系人",-0.00651686511132224,"理赔周期",-0.00506792097873327,"投保人性别",-0.0072313935854377,"座位数",-0.00578848976135065,"机动车大类",-0.00386169240823192,"被续保标志",0.0111701666819209,"投保人性别",-0.0107449112485334,"理赔周期",0.0169591308637595,"案均赔款",0.00305103589203864,"被保人性别",-0.00922257855298147,"分公司代码",0.010841091834983,"续保标志",0.00781373976742088,"是否批改驾驶人",0.00223292659216874,"座位数",0.00635401514945222,"被保人电话是否来源于电销",0.00693416940231299,"是否批改驾驶人",0.0181160847097424,"是否批改驾驶人",0.00328552019389486,"投保人性别",0.004526704201915,"报案周期",-0.00434365353917562,"被保人与车辆关系",0.00599249424412656,"报案周期",-0.00652560119894532,"手续费比例",-0.0100742836833772,"手续费比例",-0.0100245566018443,"上年出险次数",-0.00656300527279038,"案均赔款",0.0038248835948886,"报案周期",0.00564028684131492,"被保人电话是否来源于电销",-0.00419054363999516,"机构代码",0.00145391083027374,"投保人电话是否来源于电销",0.00748127677442329,"险种代码",0.0108681693317125,"机构代码",-0.00481869336569014,"案均赔款",-0.00809099350366943,"是否批改驾驶人",-0.00582742458535977,"被续保标志",-0.00992540053214869,"险种代码",0.00936678490173254,"投保人年龄",-0.0116519581230939,"续保年限",-0.00981279051561333,"被续保标志",-0.0101071830597353,"投保人年龄",-0.0021588951167287,"支付周期",-0.0020297498791608,"实际价值",-0.00064077310845294,"投保人电话是否来源于电销",0.0021747077516145,"是否批改驾驶人",0.000925581817767063,"上年赔款金额",-0.0163537266384732,"实际价值",0.0148643632024152,"中心支公司代码",0.0097954158561712,"投保人性别",0.00185311138835577,"行驶区域代码",0.002945676209135,"附加乘员险保额",-0.000939794513349614,"附加乘员险保额",0.00256661645801657,"支公司代码",-0.00144825963523428,"排量",0.00198779164348542,"理赔周期",-0.00348003067192154,"赔付金额",-0.0143488630601466,"机构代码",0.00820605192692396,"车损赔款",-0.00095572908266415,"三者险附加险个数",-0.00168214465053038,"是否约定驾驶员标志",0.00380769439944099,"报案周期",-0.0136716455584296,"赔付金额",0.00750451817786473,"案均赔款",0.000923398806008768,"支公司代码",-0.00628279558898416,"投保人电话是否来源于电销",0.00264939214227017,"手续费比例",0.00189213020981962,"赔付金额",0.00531483533723826,"是否批改关系人",0.0110302059869445
"61","上年赔款金额",-0.00944785768246339,"上年赔款金额",0.00604446102894672,"车损赔款",0.00605164006321411,"行驶区域代码",-0.00481869336569014,"是否批改驾驶人",0.00542496037063786,"附加乘员险保额",0.0055450432469934,"是否批改驾驶人",0.00363337997594795,"投保人年龄",0.0105432541023706,"被保人与车辆关系",0.00916834805172376,"被保人性别",-0.0118566658831893,"支付周期",-0.00298774489153402,"投保人性别",-0.00895888610808237,"上年浮动原因码",0.00746890419156975,"批改次数",-0.00668856219259802,"批改次数",0.00200791333869649,"上年赔款金额",0.00556949562136122,"被保人是否有电话",0.00651541075220826,"报案周期",0.0148588797934986,"被保人性别",0.00270685745700914,"报案周期",0.00420363634251771,"投保人性别",-0.00417104675169096,"投保人电话是否来源于电销",-0.00443383265766153,"是否投保新增设备标志",-0.0039750288737343,"上年赔款金额",0.00958710274697204,"上年赔款金额",0.00961359968593819,"报案周期",0.00596020561693298,"投保人性别",-0.00212650714170101,"车牌底色代码",-0.00561634355965016,"是否约定驾驶员标志",0.00411981439962709,"投保人电话是否来源于电销",0.00139592405778049,"被保人电话是否来源于电销",0.00713912165350984,"投保人电话是否来源于电销",0.00827304982930689,"支付周期",0.00399721045733517,"附加乘员险保额",0.00787533855733981,"险种代码",-0.00580991662216617,"续保标志",-0.0090384442977956,"中心支公司代码",0.00725585333682314,"报案周期",-0.0115621317968095,"批改次数",-0.00898128159269292,"续保标志",-0.00918838989093281,"续保年限",0.00208712976966685,"案均赔款",0.00180630323616573,"排量",0.000596325302546041,"是否批改驾驶人",0.00212041876418394,"案均赔款",0.000721382689788438,"报案周期",-0.0155262903074568,"报案周期",-0.014801938566289,"附加乘员险保费",0.00804382847126763,"三者险附加险个数",0.00119000078601341,"被保人性别",0.00287176382951062,"被保人电话是否来源于电销",0.000839830936463225,"被续保标志",0.00255913291241512,"三者险附加险个数",-0.00126540661747649,"赔付金额",0.00185311138835577,"支付周期",-0.00262264182838704,"报案周期",-0.013783955532573,"赔付金额",0.00760161824899914,"案均赔款",0.000903060965932256,"保单是否有免赔额",0.00161229529348524,"报案周期",-0.0031000798916425,"是否批改关系人",0.0125805293063457,"车损险保费",0.00651541075220826,"报案周期",0.000839830936463225,"保单号",-0.00506843277419935,"手续费比例",-0.0020374577583856,"行驶区域代码",-0.00182192625866204,"案均赔款",0.00422258057116057,"车损险保额",0.00746890419156975
"62","被保人性别",-0.00829363148018298,"车辆生产国别",-0.00580991662216617,"总保费",-0.00529136966865732,"车损赔款",0.00165382250481133,"机动车大类",-0.00411155703506638,"总保费",0.00325037594480494,"标的车辆种类",-0.0034179117725972,"被保人年龄",0.0103965488652945,"是否投保新增设备标志",-0.00796612872530854,"投保人性别",-0.0116464546661965,"客户忠诚度系数",0.00278400818315286,"案均赔款",-0.00855170452258704,"报案周期",0.00698414245467315,"报案周期",0.0050300214835109,"支公司代码",-0.00160099086257029,"是否投保新增设备标志",-0.00445126693107084,"是否投保新增设备标志",-0.00632850578967309,"保单是否有免赔额",0.00891277379215132,"是否批改关系人",-0.00194127274242299,"附加乘员险保费",-0.00374721495166171,"被保人性别",-0.00400398551285509,"被保人电话是否来源于电销",-0.00442693809105853,"总保额",-0.00338378644491033,"被保人性别",0.00852126219552297,"被保人性别",0.00857404610735432,"理赔周期",0.00569292580512928,"车损赔款",0.00181490221596519,"机动车大类",0.00514273223168383,"投保人电话是否来源于电销",-0.0040296864727423,"被保人电话是否来源于电销",0.00139149071688993,"上年浮动原因码",-0.00691577518225216,"被保人电话是否来源于电销",0.00794485729361388,"车辆生产国别",-0.00353289975524988,"理赔周期",-0.00762755253305374,"报案周期",-0.00571160893736879,"续保年限",0.0085095100579871,"案均赔款",-0.00715778359847952,"是否批改驾驶人",-0.0109174934631285,"连续被续保年限",0.00649781611617446,"续保年限",0.00869130940544475,"报案周期",-0.00181148828210048,"报案周期",0.00171833473203765,"车损赔款",-0.000570109560473656,"报案周期",0.00185647579174029,"被保人性别",0.000651054909093797,"险种代码",0.0135976650957783,"案均赔款",-0.0143541867506006,"被保人与车辆关系",0.00763880814698098,"行驶区域代码",0.00105218741879612,"中心支公司代码",0.0026580135383079,"投保人电话是否来源于电销",0.000830903654191364,"连续被续保年限",0.0021946886648633,"排量",-0.00110471060178676,"支付周期",-0.00166429356026135,"被保人与车辆关系",-0.0021588951167287,"批改次数",0.011528244311058,"报案周期",-0.00508056412864798,"报案周期",0.000830903654191364,"三者险限额",0.00130997143326323,"被保人与车辆关系",-0.00224377732946876,"业务渠道",-0.0122850838064074,"报案周期",-0.00488839944102525,"车损赔款",-0.000837945319756706,"三者险是否投保不计免赔标识",0.00470581045569233,"排量",-0.00183416324446019,"三者险附加险个数",0.00181490221596519,"连续被续保年限",0.00376645332999618,"新车购置价",-0.00691577518225216
